AbPGm9IzKek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRd_ZW2tUf4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DgDcVTJ8LvM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gu4Gxcwwuw4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
J-G2UIPnt6s,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JVpsrTcL-bk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KV4QjezmHBI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L1Xsd2-P4g4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OMG1AOXi-fE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UK7EdTkoppw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_JNyQ_5gYlY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cHVkD9ayBJk,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jNsa0ugWTqU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jlHqi2RCl1o,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kdjxNKW9uSw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pHxV9choJyo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qDvxXxY1eqw,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
--5KYoC0dzk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-03E7HMN4og,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0CD5DRThcI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0CgknpV4rk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0KkiH051o4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0N1mzJw6iE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0ZtpvHKBTE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0bfAv8TZG4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0dStKPCEhk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0ji2a3dhuU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0oyCS-wzl4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0xg8mSycgU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-135NeYv4TA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-14t1lSnKTU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-17TTjQj7OI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1O6JXQa7lU,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1T6ztSJp54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1cOhrVx0oQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1gaLPNgqQ0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1l-a_ZAhlU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1nE9Q13POs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1rPFR9jhnM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1s9o2Bw8Is,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1sX-VBkCTM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1vFr3gkhrA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1yTGjjQY80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2!,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2AygA2sMZ4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2OZK-J_4FU,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-2dRUXKG8DM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2e8sIGfNT0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-36n2_ey0V4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3IAgfBWmSA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3bveMbtX4Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-3gTqREu89E,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3hLAksyQtA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3lsiDQs1KM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-3neuvXKid8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-3pQUOs-65w,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3wAxgulm2o,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3zLt-xBvhg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4L8mWepf_4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4MPp9naduk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-4OyI8PIroQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-4PiQx2VpHE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4S8EnwvbrA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4UEaq8ztgM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4UZG-y-zis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-4WBllsZ7LE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-4b9q7361Mg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4jNHlqa7Cs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4k3-EP4_xc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4lNj7ddzJY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-4ohaaxds2M,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-51EKuGP7eg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
